id,uuid,url,room,square,city,lat,lon,description,photo,star,focus,id,date,flat_id,price
681720197,2a4c471c-b448-4682-96e5-c450a9a95581,https://krisha.kz/a/show/681720197,3,115,Астана,51.159370186012,71.405506721931,"жил. комплекс Сана, меблирована полностью, Сдаю на долгий срок 3 комнат квартиру, желательно семейным без вредных привычек. Полностью мебелированная, очень теплая квартира, район 4 поликлиники, рядом школа и детские сады. При въезде предусмотрен депозит",https://krisha-photos.kcdn.online/webp/2a/2a4c471c-b448-4682-96e5-c450a9a95581/13-full.jpg,0,0,387,2024-10-10,681720197,350000
682043394,792d5b53-f3e9-4925-8f41-d165bf0d01d9,https://krisha.kz/a/show/682043394,1,36,Астана,51.128715468636,71.370883237582,"жил. комплекс Акку, меблирована полностью, Однокомнатную на длительный срок, ЖК Акку 180000 плюс коммуналка, Мебель, бытовая техника, все имеется",https://krisha-photos.kcdn.online/webp/79/792d5b53-f3e9-4925-8f41-d165bf0d01d9/1-full.jpg,0,0,571,2024-10-10,682043394,180000
682108616,fcad435a-6c61-4481-8bb5-42fd5ce64a84,https://krisha.kz/a/show/682108616,2,54,Астана,51.166103,71.400066,"меблирована полностью, Сдам на длительный срок. Хорошее расположение, рядом школы, детский сад, магазины, аптеки",https://krisha-photos.kcdn.online/webp/fc/fcad435a-6c61-4481-8bb5-42fd5ce64a84/1-full.jpg,0,0,405,2024-10-10,682108616,230000
682225937,41679713-5303-4d6a-b419-9d50879881e4,https://krisha.kz/a/show/682225937,1,40,Астана,51.095246,71.409705,"жил. комплекс Expo Boulevard, меблирована полностью, Сдам 1-ную квартиру на длительный срок в доме бизнес класса, просторная чистая и мебелирована. Квартира сдается семейной паре либо молодым девушкам, без детей и животных. Прошу не чистоплотным, не умеющим поддерживать порядок и халатно относящих…",https://krisha-photos.kcdn.online/webp/41/41679713-5303-4d6a-b419-9d50879881e4/1-full.jpg,0,0,493,2024-10-10,682225937,210000
682450724,c25c259e-5817-47a3-b7f1-6e85947277fe,https://krisha.kz/a/show/682450724,2,78,Астана,51.120977651403,71.430491489737,"жил. комплекс Уют, меблирована полностью, Звоните сообщение не читаю На долгий срок Депозит",https://krisha-photos.kcdn.online/webp/c2/c25c259e-5817-47a3-b7f1-6e85947277fe/1-full.jpg,0,0,714,2024-10-10,682450724,300000
682512477,d10856e9-5fda-4c26-8edf-b594424a2de4,https://krisha.kz/a/show/682512477,1,36,Астана,51.121923294671,71.400162260959,"жил. комплекс Алтын Шар-2, меблирована полностью, Освободится 15 октября. Можно заехать. Новая квартира! Полностью обустроена, можно заехать. Для семейной пары, можно с детьми! есть депозит, только на длительный срок. Квартира новая, очень теплая, полноценная 1 ком квартира, ходы раздельные (н…",https://krisha-photos.kcdn.online/webp/d1/d10856e9-5fda-4c26-8edf-b594424a2de4/3-full.jpg,0,0,371,2024-10-10,682512477,200000
682522283,765911d7-9e80-4f1d-af3a-7619903b4924,https://krisha.kz/a/show/682522283,3,90,Астана,51.124776,71.401647,"жил. комплекс Grand Turan, меблирована полностью, Состояние хорошее, полностью обуродавана для проживания, депозит, без маленьких детей. Хан Шатыр 10 минут ходьбы, на против ""материнства и детства"", в пяти минутах гипермаркет ""анвар"". Мечеть, Азия парк, Керуен 15-20минут хотьбы. в 10 минутах шко…",https://krisha-photos.kcdn.online/webp/76/765911d7-9e80-4f1d-af3a-7619903b4924/1-full.jpg,0,0,455,2024-10-10,682522283,400000
682584184,eb913df3-5c0d-42ae-8d3d-99931536d4f9,https://krisha.kz/a/show/682584184,1,37,Астана,51.094997,71.443904,"жил. комплекс Арнау, меблирована полностью, Уютная 1-комнатная квартира в спальном районе с хорошо развитой инфраструктурой. Имеется закрытый двор для детей с футбольным полем и детской площадкой. В пешей доступности: супермаркеты, кафе, тренажёрные залы, школы (BINOM и Дарын), детские с…",https://krisha-photos.kcdn.online/webp/eb/eb913df3-5c0d-42ae-8d3d-99931536d4f9/1-full.jpg,0,0,440,2024-10-10,682584184,210000
682594246,0cde3b75-b022-4cfa-b404-a3acbbb7fb59,https://krisha.kz/a/show/682594246,2,44.2,Астана,51.091252,71.45851,"жил. комплекс Orynbor Towers, жил. площадь 22.5 м², кухня 8.9 м², меблирована полностью, Сдается в аренду на длительный срок квартира с очень хорошим ремонтом. Все необходимое для проживания в квартире есть, ""заходи и живи"". Очень удобное расположение квартиры, рядом Expo, НацБанк, Mega Silkw…",https://krisha-photos.kcdn.online/webp/0c/0cde3b75-b022-4cfa-b404-a3acbbb7fb59/9-full.jpg,0,0,814,2024-10-10,682594246,350000
682594313,a5cb9f83-2fcd-4c41-89dc-9a3dbb6c0c3f,https://krisha.kz/a/show/682594313,1,36,Астана,51.133136598873,71.502923947083,"меблирована полностью, Сдается 1-комн. квартира на длительный срок. ул. Қордай, д. 75. Ежемесячно 160000ТГ. +ком. усл. Отдельно 20 000ТГ депозит",https://krisha-photos.kcdn.online/webp/a5/a5cb9f83-2fcd-4c41-89dc-9a3dbb6c0c3f/1-full.jpg,0,0,385,2024-10-10,682594313,160000
682756990,6ccf3432-e0c6-426c-ad0d-fc582b1af918,https://krisha.kz/a/show/682756990,2,65,Астана,51.137414,71.470494,"меблирована полностью, Сдам хорошую 2-х комнатную квартиру по ул. Б. Момышулы, дом 4. Дом кирпичный, очень тёплый, на площадке три квартиры. Квартира светлая, после ремонта, свежая, уютная, чистая. Квартира полностью упакована. В доме проведен газ. Из окна шикарный панорамный вид на Левый бере…",https://krisha-photos.kcdn.online/webp/6c/6ccf3432-e0c6-426c-ad0d-fc582b1af918/8-full.jpg,0,0,225,2024-10-10,682756990,180000
682945290,aee56c21-409c-44a2-b6b4-f31caac03ab7,https://krisha.kz/a/show/682945290,1,39,Астана,51.138335,71.386205,"жил. комплекс Ару Кала, меблирована полностью, Здравствуйте. Сдаётся с ноября. Не курящим, чистоплотным людям, без животных. Если трубку не беру, пишите смс. После 22: 00 не беспокоить",https://krisha-photos.kcdn.online/webp/ae/aee56c21-409c-44a2-b6b4-f31caac03ab7/1-full.jpg,0,0,542,2024-10-10,682945290,250000
683029070,715510e1-5be6-46d4-8be2-13364928fe5c,https://krisha.kz/a/show/683029070,3,112,Астана,51.115605,71.412643,"жил. комплекс Времена года. Зима, меблирована полностью, Сдам в аренду 3х комнатную квартиру, с новым ремонтом и мебелью. Два больших лоджия, два санузла. Рядом ботанический сад, ТД Керуен, школа и детский сад. Также имеется место в паркинге",https://krisha-photos.kcdn.online/webp/71/715510e1-5be6-46d4-8be2-13364928fe5c/1-full.jpg,0,0,350,2024-10-10,683029070,320000
683067651,63a7dac6-150f-4f67-9302-e7dabbfc6a17,https://krisha.kz/a/show/683067651,1,38.6,Астана,51.09873,71.434759,"жил. комплекс Бухар Жырау De Luxe, жил. площадь 18.9 м², кухня 9.2 м², меблирована полностью, Сдам 1 комнатную квартиру. ЖК Бухар Жырау Делюкс. По ул. Бухар Жырау 34/2. Квартира новая, с новым ремонтом. Имеется все для качественного проживания. Цена 220тыс. + коммунальные. Депозит 100тыс. (возвратн…",https://krisha-photos.kcdn.online/webp/63/63a7dac6-150f-4f67-9302-e7dabbfc6a17/1-full.jpg,0,0,549,2024-10-10,683067651,220000
683070566,1d7872c6-f8fd-410f-8759-0cc524687c1d,https://krisha.kz/a/show/683070566,3,83.1,Астана,51.097497,71.443176,"меблирована полностью, Риелторам - не беспокоить! без услуг Сдаётся в аренду чистая квартира в перспективном районе левого берега (возможность выезда на правый берег через пр. Тауелсыздык, Улы дала). + Ком. услуга выходит в пределах 15-20К (отдельно). + Депозит 150К. + парковочное место в паркинге…",https://krisha-photos.kcdn.online/webp/1d/1d7872c6-f8fd-410f-8759-0cc524687c1d/2-full.jpg,0,0,569,2024-10-10,683070566,400000
683220967,63c94b88-dc6e-4bf8-a868-e11a59b4a328,https://krisha.kz/a/show/683220967,3,52,Астана,51.131396974398,71.288695322754,"жил. площадь 44 м², кухня 7 м², меблирована полностью, Сдам в аренду 3-х комнатные апартаменты в клубном доме в золотом квадрате жилого массива «УРКер», в 10 минутах езды от Керуен-Сити. Зал-студия, 2 спальни, кухня, санузел. Бытовая техника: телевизор, электроплита, холодильник. В общем пользова…",https://krisha-photos.kcdn.online/webp/63/63c94b88-dc6e-4bf8-a868-e11a59b4a328/19-full.jpg,0,0,115,2024-10-10,683220967,190000
683322782,cd409cd8-e7cd-400d-bf37-e8c14331f332,https://krisha.kz/a/show/683322782,3,105,Астана,51.141839,71.413487,"жил. комплекс Дельфин-2, меблирована полностью, Сдается квартира на длительный срок в золотом квадрате левого берега. Рядом парк, школа, многообразие кафе и трц. Выполнен новый ремонт, после никто не проживал. квартира очень уютная и теплая. За отдельную плату есть отапливаемый паркинг",https://krisha-photos.kcdn.online/webp/cd/cd409cd8-e7cd-400d-bf37-e8c14331f332/1-full.jpg,0,0,59,2024-10-10,683322782,400000
683378856,24ee15db-d298-4a6d-a6bc-911f2e7cfb43,https://krisha.kz/a/show/683378856,1,35,Астана,51.070138083327,71.41907585364,"жил. комплекс AMAN, меблирована полностью, Квартира освободится 27 октября",https://krisha-photos.kcdn.online/webp/24/24ee15db-d298-4a6d-a6bc-911f2e7cfb43/1-full.jpg,0,0,560,2024-10-10,683378856,170000
683387869,2f6b6c81-fc7f-4fba-88f9-8f4ebf7ecf52,https://krisha.kz/a/show/683387869,2,60,Астана,51.134605,71.382468,"жил. комплекс Qyran, меблирована полностью, В ЖК есть ""Coffee Boom"", детский сад, супермаркет ""EuroSpar"". В квартире все новое: мебель, ремонт, необходимая бытовая техника имеется. Интернет и телевидение предоставляются. ЖК ""Комфорт+"" класса (ЖК «Кыран»). 60 кв. м. : чистая, без запахов, ухожен…",https://krisha-photos.kcdn.online/webp/2f/2f6b6c81-fc7f-4fba-88f9-8f4ebf7ecf52/13-full.jpg,0,0,13,2024-10-10,683387869,240000
683502252,beaddb9d-5c10-4388-b806-dae3975bb04c,https://krisha.kz/a/show/683502252,1,38,Астана,51.137636708656,71.368490476299,"жил. комплекс Inju city, меблирована полностью, Сдаю 1- ком. квартиру в жк Инжу сити, в пристижном районе левого берега, по ул Ильяса Омарова 21, это новый кирпичный дом, удобное расположение, дом комфорт+, в доме имеется паркинг (можно арендовать), сдадим одному человеку. Свежий ремонт, со все…",https://krisha-photos.kcdn.online/webp/be/beaddb9d-5c10-4388-b806-dae3975bb04c/19-full.jpg,0,0,648,2024-10-10,683502252,200000
683558176,c2b72f17-9308-435a-87b6-c656b5d08324,https://krisha.kz/a/show/683558176,1,38,Астана,51.087586011104,71.42876353873,"жил. комплекс Apple City, меблирована полностью, Уютная квартира расположена в жилом комплексе Apple city. Рядом находится Expo и ботанический сад. квартира ухоженная. Полностью меблированная. Миграционным не сдаем. Уведомления не даем.200тыс+коммунальные услуги. Депозит 70.000 сроком на год. Стр…",https://krisha-photos.kcdn.online/webp/c2/c2b72f17-9308-435a-87b6-c656b5d08324/1-full.jpg,0,0,173,2024-10-10,683558176,200000
683564062,a4ec57ca-6aa7-4b92-8ce7-5b51178ad246,https://krisha.kz/a/show/683564062,2,60,Астана,51.116448,71.484831,"жил. комплекс Bravo Family, меблирована полностью, Ком услуги входят в сумму, на длительный срок, с красивым видом на город, предоплата за два месяца вперед, залог 200тыс с возвратом",https://krisha-photos.kcdn.online/webp/a4/a4ec57ca-6aa7-4b92-8ce7-5b51178ad246/1-full.jpg,0,0,382,2024-10-10,683564062,350000
683723930,75f39aa1-277b-433c-a8d3-a4dc8ba43afa,https://krisha.kz/a/show/683723930,1,39,Астана,51.181672,71.439358,"жил. комплекс Гарант, меблирована полностью, Срочно сдается однокомнатная квартира, состояние чистое, сдается только семейным, можно с детьми не курящим животным, нельзя + коммунальные услуги. Торг нет риелторов прошу не беспокоить ‼️",https://krisha-photos.kcdn.online/webp/75/75f39aa1-277b-433c-a8d3-a4dc8ba43afa/1-full.jpg,0,0,274,2024-10-10,683723930,160000
683738725,c24de9f9-b445-46c5-b250-e9cda4bc4f41,https://krisha.kz/a/show/683738725,1,38,Астана,51.077101,71.395979,"жил. комплекс Budapest, меблирована полностью, *сдается однокомнатная квартира в жилом комплексе ""Будапешт* Площадь: 38 м². Удобное расположение рядом с университетом Назарбаева и экспо. Квартира светлая, с современным ремонтом и качественной мебелью. **Особенности:** - 38 м² - 9 этаж из 12…",https://krisha-photos.kcdn.online/webp/c2/c24de9f9-b445-46c5-b250-e9cda4bc4f41/11-full.jpg,0,0,270,2024-10-10,683738725,150000
683776217,b2e6dffa-81b6-4211-9728-03ac063c114e,https://krisha.kz/a/show/683776217,4,145,Астана,51.121757,71.432522,"жил. комплекс Краун Плаза, меблирована полностью, Сдается 4-х комнатная квартира за 450.000 тенге +ком услуги, очень уютная и тёплая, все комнаты изолированы, удобная планировка, шикарный вид из окна, пластиковые окна, счётчики, тихий двор. установлен кондиционер. Интеллигентные соседи…",https://krisha-photos.kcdn.online/webp/b2/b2e6dffa-81b6-4211-9728-03ac063c114e/29-full.jpg,0,0,472,2024-10-10,683776217,450000
683893436,5665ce8c-84f4-4a29-bd76-a6c718244f0d,https://krisha.kz/a/show/683893436,3,110,Астана,51.094746470781,71.428249368993,"жил. комплекс Promenade Expo, меблирована полностью, Сдаётся квартира ЖК Promenade EXPO, квартира в отличном состоянии. Полностью мебелирована. Только на долгий срок. Есть все необходимое для комфортной жизни. Семейным. 420 000 тг отдельно ком. услуги. +депозит 50 000тг",https://krisha-photos.kcdn.online/webp/56/5665ce8c-84f4-4a29-bd76-a6c718244f0d/1-full.jpg,0,0,489,2024-10-10,683893436,420000
684131893,6ef32878-7743-4444-af21-7fbabd3d7fd9,https://krisha.kz/a/show/684131893,2,38,Астана,51.131694,71.288352,"жил. площадь 35 м², кухня 8 м², меблирована полностью, Сдам в аренду двух-комнатную квартиру в коттеджном городке «Уркер». после ремонта, полностью меблирована, бытовая техника. Вместимость – не более 5-х человек. Клубный дом. В общем пользовании: бильярдная, бытовая комната, спа-комплекс, прекра…",https://krisha-photos.kcdn.online/webp/6e/6ef32878-7743-4444-af21-7fbabd3d7fd9/6-full.jpg,0,0,62,2024-10-10,684131893,170000
684214447,ac9d6505-9ad8-4eae-86d5-a902e90887b8,https://krisha.kz/a/show/684214447,2,60,Астана,51.104137,71.435334,"жил. комплекс Варшава, меблирована полностью, Сдается евродвушка в самом сердце Астаны, в шаговой доступности от Ботанического парка, Триумфальной арки и живописной аллеи. Это уникальное предложение в престижном и тихом районе с удобным доступом к главным транспортным узлам. Квартира полно…",https://krisha-photos.kcdn.online/webp/ac/ac9d6505-9ad8-4eae-86d5-a902e90887b8/45-full.jpg,0,0,105,2024-10-10,684214447,500000
684225545,610df4e9-928b-47c5-a395-87e810da763c,https://krisha.kz/a/show/684225545,3,97,Астана,51.132537,71.368095,"меблирована полностью, Сдается квартира с 15 октября, бытовая техника, посуда, постельные принадлежности, имеется все необходимое для комфортного проживания, фото 100% сдам на длительный срок, риелторов прошу не беспокоить, теплая чистая. Обязательный депозит в размере 150000 тыс тенге",https://krisha-photos.kcdn.online/webp/61/610df4e9-928b-47c5-a395-87e810da763c/18-full.jpg,0,0,488,2024-10-10,684225545,500000
684298778,0c337401-eadb-4290-9be2-5dd6e9497203,https://krisha.kz/a/show/684298778,2,75,Астана,51.1412,71.417475,"жил. комплекс Премьера, меблирована полностью, Сдаем 2-х комнатную квартиру в самом сердце города (хозяева). Развитая инфраструктура, все в пешей доступности. Рядом школы, университеты, фитнес-центры, салоны красоты, рестораны, магазины, мед центры и т.д. Рядом Керуен сити (Старая мега), Столи…",https://krisha-photos.kcdn.online/webp/0c/0c337401-eadb-4290-9be2-5dd6e9497203/1-full.jpg,0,0,426,2024-10-10,684298778,400000
684473057,d15f0e5d-8c22-4d24-85c9-624d5ffd6e7a,https://krisha.kz/a/show/684473057,2,70,Астана,51.136137,71.466263,"жил. комплекс Akbulak Life, меблирована полностью, Сдам на длительный срок, 2-х комн. квартиру, светлая, чистая, теплая. В самом сердце города, Все рядом для комфортного проживания, школа, дет. сад., Дворец школьников, ТРЦ Astana MALL, паРК им. Б Момышулы и т.д. Оплата 300 000+ ком. услуги",https://krisha-photos.kcdn.online/webp/d1/d15f0e5d-8c22-4d24-85c9-624d5ffd6e7a/1-full.jpg,0,0,515,2024-10-10,684473057,300000
684474825,8ee188f4-2555-4ce3-b034-04529da55d0a,https://krisha.kz/a/show/684474825,5,200,Астана,51.160613,71.424949,"меблирована полностью, Имеется сауна финская. джакузи. в зале электрический камин",https://krisha-photos.kcdn.online/webp/8e/8ee188f4-2555-4ce3-b034-04529da55d0a/1-full.jpg,0,0,607,2024-10-10,684474825,1150000
684577600,e7511909-c6b6-497a-a53f-5e708b8c544c,https://krisha.kz/a/show/684577600,2,45,Астана,51.118161,71.512697,"жил. комплекс Астана сәні 2, меблирована полностью, Сдам 2х ком квартиру 45кв. м. на длительный срок ❗ ЖК Астана Сани 2., д47, дом 2020года. 8эт.180 000т+ ком. усл (15тыс т) + депозит. 🛑 Окна во двор. Рядом остановка, Жд вокзал, магазины, супермаркеты, аптека, школа Бином, дет. сад, район с раз…",https://krisha-photos.kcdn.online/webp/e7/e7511909-c6b6-497a-a53f-5e708b8c544c/1-full.jpg,0,0,758,2024-10-10,684577600,180000
684750084,bdee0ea0-06e7-45e4-905c-c11c1ea689e8,https://krisha.kz/a/show/684750084,3,93,Астана,51.155127886707,71.429134462671,"жил. комплекс Мкр Самал, меблирована полностью, Сдам в аренду 3-х комнатную на длительный срок, семейным (без животных, не курящим). Квартира после косметического ремонта. Прекрасное место расположение, старый центр города. Рядом находится набережная, магазин Magnum и др продуктовые магазины, мага…",https://krisha-photos.kcdn.online/webp/bd/bdee0ea0-06e7-45e4-905c-c11c1ea689e8/1-full.jpg,0,0,12,2024-10-10,684750084,300000
684826271,4c96ff6e-bb02-4370-be65-a75300907278,https://krisha.kz/a/show/684826271,3,63,Астана,51.12012472048,71.378131064949,"меблирована полностью, Сдам на длительный срок 3-х. комнатную квартиру, квартира новая мебель и техника новая ежемесячный платёж 250000. рядом находится школа Бином. +ком. депозид.50.мың",https://krisha-photos.kcdn.online/webp/4c/4c96ff6e-bb02-4370-be65-a75300907278/1-full.jpg,0,0,809,2024-10-10,684826271,250000
684977152,fad71338-3286-42c1-a3e9-1c1ac9bb4eaf,https://krisha.kz/a/show/684977152,2,59,Астана,51.162269074955,71.407031878625,"жил. комплекс Монблан де Люкс, меблирована полностью, Сдам теплую, с кондиционером, с посудомоечной машинкой, очень светлую квартиру на длительный срок. Семейной паре без домашних животных. Кварплата в стоимость аренды не включена. Депозит равен одному месяцу аренды! Риэлторов не беспокоить",https://krisha-photos.kcdn.online/webp/fa/fad71338-3286-42c1-a3e9-1c1ac9bb4eaf/2-full.jpg,0,0,502,2024-10-10,684977152,270000
685009568,70d94d61-887b-47dc-b587-3bc45306501c,https://krisha.kz/a/show/685009568,1,40,Астана,51.114107189882,71.508716375699,"жил. комплекс ViewPark, меблирована полностью, От хозяина, звоните по номеру 150к + залог 15тыс депозит",https://krisha-photos.kcdn.online/webp/70/70d94d61-887b-47dc-b587-3bc45306501c/1-full.jpg,0,0,283,2024-10-10,685009568,150000
685068373,b7db4946-8ee2-430d-8801-9120d003ce04,https://krisha.kz/a/show/685068373,2,48,Астана,51.169633,71.391415,"жил. комплекс Торлет, меблирована полностью, Депозит 30 000 тенге сдается квартира Кухня студия, Семейным людям, в удобном оснащенном районе, в шаговой доступности поликлиника 10, напротив торговый дом Солтустик, магазин Смол, так же Цон, напротив дома остановка, так же летом по соседству ярмарка…",https://krisha-photos.kcdn.online/webp/b7/b7db4946-8ee2-430d-8801-9120d003ce04/1-full.jpg,0,0,317,2024-10-10,685068373,200000
685143747,3272d17d-a16b-49dd-8856-d6ab6702c3c9,https://krisha.kz/a/show/685143747,2,52,Астана,51.119778,71.460199,"жил. комплекс Highvill Ishim, меблирована полностью, Квартира в отличном состояний, депозит 100.000 тг",https://krisha-photos.kcdn.online/webp/32/3272d17d-a16b-49dd-8856-d6ab6702c3c9/1-full.jpg,0,0,793,2024-10-10,685143747,350000
685198680,978c09a7-db62-43ee-a7fd-ae2472ab616a,https://krisha.kz/a/show/685198680,3,133,Астана,51.145741668447,71.448354753232,"меблирована полностью, Сдам в аренду 3 комнатную квартиру районе Ак Булак 2, порядочным семейным без маленьких детей на длительный срок. Взымается возвратный депозит в размере 180.000 тг",https://krisha-photos.kcdn.online/webp/97/978c09a7-db62-43ee-a7fd-ae2472ab616a/1-full.jpg,0,0,347,2024-10-10,685198680,370000
685220724,dfb16e3f-bac7-43e3-84b7-ca42e692a06c,https://krisha.kz/a/show/685220724,3,97,Астана,51.126393154574,71.46893618123,"жил. комплекс Хайвил Астана, меблирована полностью, Сдается на долгий срок. Плюс депозит",https://krisha-photos.kcdn.online/webp/df/dfb16e3f-bac7-43e3-84b7-ca42e692a06c/19-full.jpg,0,0,32,2024-10-10,685220724,600000
685398591,e24b1a75-805b-43f8-96e1-79cc7b0f69cd,https://krisha.kz/a/show/685398591,2,65,Астана,51.166268615849,71.445582646474,"жил. комплекс Форт Строй, меблирована полностью, Свежий ремонт, в квартире есть все необходимое! Телевизор 65’ диагонали, большой холодильник, душ кабина, квартира не прокурена. Двор с большой парковкой во дворе, а также очень большой за двором. Хорошие соседи, ответственные ОСИ. отдельная спальн…",https://krisha-photos.kcdn.online/webp/e2/e24b1a75-805b-43f8-96e1-79cc7b0f69cd/1-full.jpg,0,0,33,2024-10-10,685398591,250000
685399691,cfcef53c-ed18-4c18-82a5-0740b73b2268,https://krisha.kz/a/show/685399691,1,45.5,Астана,51.09326,71.44659,"меблирована полностью, Сдается 1 комнатная квартира по улицу Ұлы Дала. Застройщик BI Group. Внизу есть паркинг, магазины, аптеки, салоны, и. т. д. ЖК Арнау-3. Окна смотрит во двор удобно наблюдать за детьми. Школа, садик на против подъезда Остановка, аптека, мазагины шаговой доступности. Квартир…",https://krisha-photos.kcdn.online/webp/cf/cfcef53c-ed18-4c18-82a5-0740b73b2268/1-full.jpg,0,0,614,2024-10-10,685399691,220000
685481957,28b3b8de-14c8-4eb5-a797-73d20c46a32c,https://krisha.kz/a/show/685481957,1,43,Астана,51.097497,71.443158,"меблирована полностью, Очень хороший район, двор, отличная инфраструктура. Поблизости: Школа-Binom, школа-Дарым (в минуте от дома). Много магазинов, (прямо под домом), так и на районе. Немало садиков (в минуте от дома). Много секций",https://krisha-photos.kcdn.online/webp/28/28b3b8de-14c8-4eb5-a797-73d20c46a32c/1-full.jpg,0,0,636,2024-10-10,685481957,180000
685507514,fe6e03bb-b7df-4d88-a8a2-0f1c4d3698f4,https://krisha.kz/a/show/685507514,2,61,Астана,51.131579035181,71.377039000271,"жил. комплекс Sat City, меблирована полностью, Актуально! сдается 2-х комнатная квартира студия с дизайнерским ремонтом. ранее не сдавалась. Новый ремонт закончился в конце мая, светлая квартира. Теплый пол в прихожей, ванне и лоджии Вся техника от посудомойки до кондиционера Смарт тв Мини-бар Бол…",https://krisha-photos.kcdn.online/webp/fe/fe6e03bb-b7df-4d88-a8a2-0f1c4d3698f4/13-full.jpg,0,0,86,2024-10-10,685507514,400000
685615380,7886997e-3952-4470-8021-87bb997814b1,https://krisha.kz/a/show/685615380,2,58,Астана,51.130359002812,71.503628922165,"меблирована полностью, 2х ком. квартира с кух. студия, квартира ухоженная, чистая, с новой мебелью и техникой. Сдаю семьейной паре, взрослыми детьми (1 или 2 ребенка) т. е. 3-4 человека (если количество людей много или детей цена от 270 до 300.000 тг. ) . Аренда 270000 тенге и отдельно плюс комуслу…",https://krisha-photos.kcdn.online/webp/78/7886997e-3952-4470-8021-87bb997814b1/18-full.jpg,0,0,18,2024-10-10,685615380,270000
685659830,a6de959c-d522-437f-862c-06f2b5655618,https://krisha.kz/a/show/685659830,1,45,Астана,51.115106499,71.422774007422,"жил. комплекс Грация, меблирована полностью, Сдадим уютную квартиру на долгий срок с 1 октября! Квартира находится в шаговой доступности от Ботанического сада, Абу-Даби, Анвара. ранее квартира никогда не сдавалась. Сделан капитальный ремонт",https://krisha-photos.kcdn.online/webp/a6/a6de959c-d522-437f-862c-06f2b5655618/1-full.jpg,0,0,362,2024-10-10,685659830,220000
685710413,14f7940d-529a-467b-a159-28ccfba85623,https://krisha.kz/a/show/685710413,3,95,Астана,51.112919969016,71.427108005779,"жил. комплекс Олимп палас-2, меблирована полностью, СПА в квартире! Мечта любителей здорового образа жизни! сдается на длительный срок 3-х квартира, включая Финскую Сауну, парковочное место (подземная парковка внутри здания) и вместительную кладовку на этаже (очень удобно для хранения запаски, ши…",https://krisha-photos.kcdn.online/webp/14/14f7940d-529a-467b-a159-28ccfba85623/3-full.jpg,0,0,701,2024-10-10,685710413,650000
685825864,36ae2b52-068d-4624-9d90-d7af5fe2281a,https://krisha.kz/a/show/685825864,3,105,Астана,51.127682037471,71.46670788095,"жил. комплекс Хайвил Астана, жил. площадь 75 м², кухня 17 м², меблирована полностью, ЖК Хайвил Астана, Кошкарбаева 8, Блок Е-1, 460000 тенге в месяц, свежий ремонт, мебель новая, интернет скоростной, депозит, плюс коммунальные, желательно на долгий срок. Если коммунальные включить в стоимость а…",https://krisha-photos.kcdn.online/webp/36/36ae2b52-068d-4624-9d90-d7af5fe2281a/20-full.jpg,0,0,298,2024-10-10,685825864,460000
685912366,3aad96ec-9d60-45d8-90cc-45bb2613bab6,https://krisha.kz/a/show/685912366,2,48,Астана,51.077096,71.395979,"жил. комплекс Budapest, меблирована полностью, Все есть! 220000 + ком. услуги. Комфортная квартира. Депозит 100000 тг. Обращаться только у по номеру телефона",https://krisha-photos.kcdn.online/webp/3a/3aad96ec-9d60-45d8-90cc-45bb2613bab6/20-full.jpg,0,0,541,2024-10-10,685912366,220000
685957588,d2660ce6-a04e-427d-be33-bb5d4c2b315f,https://krisha.kz/a/show/685957588,3,90,Астана,51.126194599261,71.403309572409,"меблирована полностью, ЖК Гранд Туран. Отличная локация. Рядом с нейрохирургией, супермаркетом Анвар. есть Парковка",https://krisha-photos.kcdn.online/webp/d2/d2660ce6-a04e-427d-be33-bb5d4c2b315f/20-full.jpg,0,0,526,2024-10-10,685957588,400000
686015881,0e0c3e2c-7142-4e82-b278-18db5ed50909,https://krisha.kz/a/show/686015881,1,40,Астана,51.125679702445,71.398074505238,"меблирована полностью, Риелторы прошу не беспокоить! сдается 1 комнатная квартира с 12 октября, все мебели имеются. Шаговой доступности все достопримечательности города Астаны. 2 школы Бином и Quantum. Детские сады. Все бытовые техники также новые! На длительный срок! 200 000 и + коммунальные услуги",https://krisha-photos.kcdn.online/webp/0e/0e0c3e2c-7142-4e82-b278-18db5ed50909/1-full.jpg,0,0,677,2024-10-10,686015881,200000
686057651,2e715370-ee0e-4861-91d0-ab951cc77866,https://krisha.kz/a/show/686057651,1,42,Астана,51.103197141962,71.448818265051,"меблирована полностью, Абсолютно свежая квартира с дизайнерским ремонтом Семейной паре",https://krisha-photos.kcdn.online/webp/2e/2e715370-ee0e-4861-91d0-ab951cc77866/1-full.jpg,0,0,333,2024-10-10,686057651,350000
686469274,99790da7-4f6d-49f2-b9fb-797b955a6d7f,https://krisha.kz/a/show/686469274,2,42,Астана,51.141870601564,71.456610563372,"меблирована полностью, Квартира после ремонта мебель икеа, техника новая, кровать 1.5 метра",https://krisha-photos.kcdn.online/webp/99/99790da7-4f6d-49f2-b9fb-797b955a6d7f/1-full.jpg,0,0,757,2024-10-10,686469274,250000
